pop rep mig tem esp abund1 abund2 
400 1 0 1820 29 24 0 
400 1 0 1820 31 0 200 
400 1 0 1820 57 176 0 
400 1 0 1830 29 25 0 
400 1 0 1830 31 0 200 
400 1 0 1830 57 175 0 
400 1 0 1840 29 23 0 
400 1 0 1840 31 0 200 
400 1 0 1840 57 166 0 
400 1 0 1840 66 11 0 
400 1 0 1850 29 12 0 
400 1 0 1850 31 0 200 
400 1 0 1850 57 167 0 
400 1 0 1850 66 21 0 
400 1 0.00808333 1860 29 23 0 
400 1 0.00808333 1860 31 16 200 
400 1 0.00808333 1860 57 144 0 
400 1 0.00808333 1860 66 17 0 
400 1 0 1870 29 27 0 
400 1 0 1870 31 14 200 
400 1 0 1870 57 150 0 
400 1 0 1870 66 9 0 
400 1 0 1880 29 40 0 
400 1 0 1880 67 12 0 
400 1 0 1880 31 0 200 
400 1 0 1880 57 142 0 
400 1 0 1880 66 6 0 
400 1 0 1890 29 52 0 
400 1 0 1890 31 0 200 
400 1 0 1890 57 122 0 
400 1 0 1890 66 13 0 
400 1 0 1890 67 13 0 
400 1 0 1900 29 41 0 
400 1 0 1900 31 0 200 
400 1 0 1900 57 130 0 
400 1 0 1900 66 24 0 
400 1 0 1900 67 5 0 
400 1 0.00808333 1910 29 33 6 
400 1 0.00808333 1910 31 5 191 
400 1 0.00808333 1910 57 143 3 
400 1 0.00808333 1910 66 19 0 
400 1 0.00808333 1920 29 34 0 
400 1 0.00808333 1920 68 0 11 
400 1 0.00808333 1920 31 24 183 
400 1 0.00808333 1920 57 119 6 
400 1 0.00808333 1920 66 23 0 
400 1 0.00808333 1930 29 43 0 
400 1 0.00808333 1930 31 10 177 
400 1 0.00808333 1930 69 20 0 
400 1 0.00808333 1930 57 108 0 
400 1 0.00808333 1930 66 19 0 
400 1 0.00808333 1930 68 0 23 
400 1 0.00808333 1940 29 62 0 
400 1 0.00808333 1940 31 4 173 
400 1 0.00808333 1940 70 7 0 
400 1 0.00808333 1940 57 111 0 
400 1 0.00808333 1940 66 6 0 
400 1 0.00808333 1940 68 0 27 
400 1 0.00808333 1940 69 10 0 
400 1 0.00808333 1950 29 86 0 
400 1 0.00808333 1950 31 0 195 
400 1 0.00808333 1950 57 80 0 
400 1 0.00808333 1950 66 5 0 
400 1 0.00808333 1950 68 0 5 
400 1 0.00808333 1950 69 5 0 
400 1 0.00808333 1950 70 24 0 
400 1 0.00808333 1960 29 100 4 
400 1 0.00808333 1960 31 21 196 
400 1 0.00808333 1960 57 51 0 
400 1 0.00808333 1960 70 28 0 
400 1 0 1970 29 77 0 
400 1 0 1970 71 4 0 
400 1 0 1970 72 6 0 
400 1 0 1970 31 0 200 
400 1 0 1970 57 74 0 
400 1 0 1970 70 39 0 
400 1 0 1980 29 71 0 
400 1 0 1980 31 0 200 
400 1 0 1980 57 94 0 
400 1 0 1980 70 28 0 
400 1 0 1980 72 7 0 
400 1 0 1990 29 72 0 
400 1 0 1990 31 0 200 
400 1 0 1990 57 92 0 
400 1 0 1990 70 25 0 
400 1 0 1990 72 11 0 
400 1 0 2000 29 128 0 
400 1 0 2000 31 0 200 
400 1 0 2000 57 60 0 
400 1 0 2000 70 12 0 
